France,Luxembourg,Netherlands,Germany,Italy,United Kingdom,Ireland,Denmark,Greece,Portugal,Spain,Sweden,Finland,Austria,Malta,Estonia,Latvia,Lithuania,Poland,Czech Republic,Slovakia,Hungary,Slovenia,Cyprus,Bulgaria,Romania,Croatia,Iceland,Norway,Switzerland,Turkey,Ukraine,Russia,Other European countries
2771.3,170.2,5756.6,3638.4,676.4,1343.2,256.2,80.7,27.5,139.5,553.9,462.5,114.9,193.2,4.4,14.1,6,24.2,246.4,266,75.5,108.1,15.1,8.9,30.6,48.6,4.8,4.5,484.6,249.6,140.2,8.2,549.2,54.4
2460.1,194.8,5330,3104.1,595.1,1171.1,204.8,65,21.5,124.1,414.8,429.5,103.9,138.1,4,10.1,7.2,14.9,214.4,224.5,69.5,92.2,14.1,10.7,73.3,46.4,4.1,4.6,385.6,215.4,163.6,20.2,591,32.8
2394.4,187.2,5302.1,3191.4,618.9,1294.3,197.8,74.5,30.4,126.7,464.1,439.6,116,143.1,4,10.1,8.1,18.8,209.2,209.3,75.2,94.5,15.6,10.5,70.4,44.9,5.9,6.2,366.5,212.6,166.3,29.8,656.9,69.8
2591.4,205.2,5159.1,3261.2,668.8,1099.4,245.4,78.5,20.1,114.7,475.7,421.4,91.4,137.8,8.2,11.4,7,20.8,220.3,224.9,70,95.6,16.5,19.8,77.5,52.4,3.8,4.2,347.7,262.8,157.9,18,530.5,40.2
2431.9,169.8,4819,2928,621.4,1267.3,212,73.8,20.2,114,400.9,294.3,93.9,136.5,6.2,17.6,5.5,19.2,200.7,203.7,60.9,89,13,14.9,60,40.2,3.1,4.1,331.5,214.5,143.4,17.2,487.3,17.9
2040.6,152.5,5027.8,2899.2,471.5,1261.1,193.7,80.7,24.2,126.3,415.8,365.1,104.7,132.9,6,27.7,8.6,29.8,191.9,189,61.9,86.8,13.3,7.1,58.7,39.8,7.6,4.1,314.8,164.7,148.2,18.5,456.3,19.1
2338.2,175.5,5109.8,3090,630.6,992,175.7,75.3,15.5,112.3,462.5,408.8,99.5,137.5,7.7,16.2,6.3,24.6,224.7,235.5,59.7,95,16.5,2.1,44.6,43.9,3.9,4.3,267,197.7,136.4,14.3,574.9,21.5
2791.6,250,5611.3,3396.8,734.6,1252.4,200.5,79.3,25.3,130.6,436.3,476.8,104.9,133.6,3.7,10.2,6.8,18.4,250.4,233.7,68.8,100.5,18.7,7.8,69.8,50.2,10.3,4.8,413.5,280.3,126,43.9,552.7,28.8
2661.8,189.1,5661.5,3487.7,679,1108.1,255,80.2,16.6,113.7,418,401.9,118.7,167.8,9.2,25.8,19.3,50.3,215.5,247.5,58.4,94.1,14.3,5.5,54.2,42.5,6.1,4.2,391.7,238.7,134.5,49.6,603.4,25.6
2262.8,188.4,5386,2937.8,662.3,912.3,175.9,67.9,23.4,103,376.9,311.5,90.1,109.5,4.2,17.2,20.3,16.3,182,191.1,50.4,69.3,10.8,9.3,101.4,36.6,4.4,4.5,447.5,189.8,125,44.6,630.3,29
2400.7,143.4,5754.9,3004.1,624.3,1202.5,172.3,77.9,14.1,129.7,447.2,305.5,104.2,133,6.6,9.8,7.4,24,207.2,235.4,56,82.7,14.3,14.7,31.2,44.5,4,4.2,459.4,172.8,138.6,35.2,598.6,47.3
2412.3,169.8,5402,3060.6,684.4,1198.1,171.4,70.7,39.8,112,481.7,395.6,100.4,153.7,2.3,17.4,11.5,23.6,223.1,221.7,69.4,87.3,14.2,9.8,20.4,51.3,4.1,3.6,440,246.4,147.9,18.2,642.5,54
2565.7,219.7,6085.9,3622.8,722.1,1154.9,244.8,74.7,16,110.7,509.9,423.5,99.1,153.4,1.9,19.3,9.1,26.1,253.6,253.5,67.8,95.2,17.1,17.8,49,49.9,5.1,4.2,473.2,211,157,29,819.2,19.6
2537.3,177,5168.6,3167.1,669.2,1225.6,235.3,78.8,18.9,135.5,447.5,450.5,98.8,154,2.3,13.6,8.2,26.3,244.6,234.9,65.1,99.8,16.7,20.6,52.3,53.8,4.2,3.9,396,173.8,159.9,17.8,829.9,26.8
2577.7,180.9,4988,3006.5,644.8,1231.6,209.1,86,18.8,129.3,468.6,414.9,122.6,147.3,1.9,10.1,7.9,22.1,218.3,229.6,75.5,89.3,15.3,17.5,70,52.1,4.1,5.2,415.7,201.9,159.1,10,610.9,81.7
2726.7,189.7,4844.2,3062.1,660,1280.6,206.9,73.7,18.9,102.5,439.5,453.6,72.4,144.7,2.2,13.3,7.9,20.6,246.7,203.4,68.8,85,13.9,14,58.9,51.4,4.8,4,446.5,279.9,144.9,7.5,502.7,34.2
2634.6,113.6,5001.6,2906.1,682.3,1326.5,256.7,81.1,27.6,98.3,450.5,435.8,107.9,128,8.9,12.7,6.9,27.2,227.9,207.3,53.9,88.2,14.6,13.6,71.3,64.2,5.5,4,420.7,272,138.7,13.5,743.8,23.7
2002.9,177.7,4907.5,2596.5,501.7,1053.2,280.9,77.8,12,107.9,317.7,344.6,85.7,116.9,1.5,15.1,29.7,49.7,206.6,182.5,45.8,65.2,10.4,4.3,26.1,67.5,4.1,3.4,364.3,187.4,129.5,16.3,625.7,23.7
2591.9,191.8,5006,3200.9,683.5,1092.8,224.3,79.6,17.9,98.8,425.7,500.7,117.4,143.9,1.6,12.9,16.2,18.1,276.4,227.9,69.5,99.3,14.3,6.9,28.1,55.4,4.7,4.4,417.5,358.1,137.2,23.3,632.5,31.9
2715.9,194.5,4946.9,3226.3,735.4,1181.1,254.4,78.9,18.3,101.6,460.6,494.2,120.9,162.9,8.3,17.7,8.9,21.4,284.7,271.1,85.2,104.8,15,5.9,25.2,63.4,8.5,4.2,430.7,334.1,152.3,27.3,625.5,29.5
2479.9,165.5,5010,3274.1,681.6,967.3,276.5,78,21.1,96.4,474.8,453.3,120.5,165.4,2.4,16.9,18,17.5,248.8,246,64.7,90.1,13.4,2.4,84.1,65.3,5.1,3.6,424,239.5,151.8,33.1,582.4,26.1
2271.4,181.1,5448.1,2890.1,627.9,865.8,294,79.9,18.8,82.1,523,404.2,100.2,138.1,1.7,22,9.8,19.4,234.1,221.4,62.6,93.5,11.9,7.7,91.2,48.6,3.8,3.8,458,208.6,154.4,25.5,614.8,29.6
2395.4,162,5449.9,3122.6,621.2,1077,258.1,86.5,16,99,382.2,408.7,141.7,152.6,3.2,11.5,9.8,22.5,259.8,221.8,61.3,96,16,9.4,50.2,59.9,6.1,3.8,451.6,237.4,148.1,46.4,763.3,56.1
2490,176.3,5068.4,3144,764.2,1011.8,215.4,81.3,15.5,86.8,433.2,431.8,117.5,126.3,3.2,16.9,14.2,23.4,261.8,236.7,70.1,94.5,16.1,1.5,48.6,60.6,7.7,3.1,387.1,309.5,145.1,8.8,781.3,57.3
2467.9,220.4,5500.9,3256.5,774.7,1136.9,279.5,97.9,19.4,105.2,501.2,470.5,84.5,161.4,3.5,24.1,12.1,37,278.4,258.9,73.3,117.4,18.2,5.9,97.8,61,7.4,3.8,393.9,290.7,171.7,10.3,924.2,31.5
2413.3,175.2,5268.5,3128.1,759.8,1110.5,259,75.4,38.1,98.5,415.6,399,105.4,147.6,2.7,16.4,12.9,34.9,270.2,243.3,64,98.5,14.6,10.9,54.9,59.1,6.7,3.7,347.8,255.6,188.7,30.8,882.4,33.2
2352.2,173.7,5098.2,2990.4,696.3,1182.8,252.4,78.8,20.8,92.3,421.4,400.6,105.9,154.2,3.5,16.4,10.4,18.3,261.6,218.2,69.5,116.7,14.3,11.3,63.2,54.9,6.5,3.7,336.7,231,165.1,15.7,516.4,31.4
2479.5,164.6,5052,2989.8,763.4,1107.8,245.5,101,20,90.6,451.1,389.6,122.3,145.6,1.7,28.5,9.9,24.8,282.5,252.7,77,97.8,16.9,6.8,83.3,56.3,6.9,3.8,283.6,286.6,177.4,30.8,700.4,39.5
2583.8,229.5,4904.3,3161.8,745.9,1032.7,256.2,81.3,26.2,93,450.8,288,102.5,168.5,5.2,15.6,8.2,30.4,235.4,238.2,58.8,91.9,17.7,8.6,94.7,78,6.6,3.6,259.7,309.1,156.4,7.1,618.7,36.8
2085,175.6,4774.8,2794.6,547.4,867.5,269.3,68.4,27.7,73,384.2,308.6,101.6,113.9,1.5,18.7,7.1,18,216,167.1,48.7,73.8,13.9,10.7,86.7,47.3,4.1,3.3,305.6,212.2,113.8,31.9,727.1,29.3
2617,184.5,5175.4,3175,819.4,1167.3,273.1,285.7,14.5,87.9,360.3,456.8,150.2,158.4,3.2,19,6.3,25,281,256.7,62.6,103.1,14.8,2.4,76.9,62.7,9.2,4.5,306.3,282.6,163.2,55.1,643.9,39.9
2647.8,168.7,5264.1,3250.1,874.6,1155.8,312.3,89.9,23,100.4,433.6,444.3,106.1,170.2,2.1,15.9,8.6,26.6,280.1,281.4,71.2,94.8,22,5.9,56.4,73.6,9.7,4,348.9,263.7,161.7,25.3,689.3,40.2
2325.9,245.3,4697.4,2926.7,679.7,956.9,295.2,74.4,21.5,84.8,471.2,390.3,100.9,138.1,2.4,21.3,6.7,23.1,241.9,249,66.1,108.3,19.3,4.8,67.1,63.1,5.4,3.6,360.5,332,148,15.8,505.1,29.4
