,Union europeenne,France,Luxembourg,Pays-Bas,Allemagne,Italie,Irlande,Danemark,Grece,Portugal,Espagne,Suede,Finlande,Autriche,Malte,Estonie,Lettonie,Lituanie,Pologne,Tchequie,Slovaquie,Hongrie,Slovenie,Chypre,Bulgarie,Roumanie,Croatie,Autres pays europeens,Royaume-Uni,Islande,Norvege,Suisse,Turquie,Ukraine,Russie,Autres pays d'Europe
Apr-10,11296.8,2777.2,421.7,2228.7,2972.1,680.8,142.3,132,81.7,107.9,488.5,239.3,99.6,176.6,5,11.4,17.8,36,292.8,149.1,44.7,69.9,24.1,15.7,19,49.6,13,1793,1020.9,2.5,73.5,214.5,239.7,31.2,163.6,47
May-10,10975.3,2657.4,474.1,2196.8,2723.6,701,111.8,125.7,81.4,105.5,526.6,252.8,94.3,166.7,11,10.9,9.7,37.9,308.9,145.3,43.9,62.5,27.4,14.9,19.9,52.7,12.7,1775.1,1014.8,2.9,72.3,252,185.8,33.5,181,32.8
Jun-10,12325.3,3057.8,428.3,2467.9,3142.7,825.1,104.5,157.2,92.7,110.2,531.6,282.9,107.2,183.8,5.8,13.2,9.8,45.5,320.4,161.7,62.3,76.5,30.5,17.5,20.2,58.4,11.7,2085.9,1153.1,3.8,108.7,285.1,244.7,35.4,212.4,42.7
Jul-10,10694.3,2689.6,384.6,2159.3,2780,676.8,101.4,107.7,76.2,90,467.9,201,83.6,163.2,5.1,11.5,7.1,28.8,283.3,137.8,46.7,68.3,25.8,15.7,20.2,51,11.7,2043.5,1068.1,2.8,68.7,299.8,258.1,33,215.6,97.3
Aug-10,10070.3,2291.7,350.7,2095.7,2874,502.6,115.3,130.4,64.1,83.5,384.7,224.8,89.9,153.4,4.8,10.5,9.7,43.3,281.5,139.5,45.9,63.4,24.2,12.3,17.3,46.2,11,1930.1,1078.8,2.6,82.5,239.3,218.2,29.9,241.3,37.6
Sep-10,12342.4,2907.3,428.4,2405.4,3246.1,884.7,101.5,169.4,87,108.6,510.7,308.3,116.2,220.9,5.2,13.6,8.9,37.4,338.1,159.9,55.7,81.5,32,12.6,29.1,61.6,12.3,2290.2,1254.7,3.2,95.6,288.5,306.5,41.4,258,42.2
Oct-10,12213,3188.9,438.8,2272.4,3182.3,782.9,96.2,157.6,82.8,112.6,485.4,287.5,106.7,194.9,7,15,12.2,39.3,328.7,159.4,56.5,75.4,30.3,11.9,21,56.5,10.9,2192.5,1154.9,3.6,100.3,264.9,300.6,42.2,261.5,64.6
Nov-10,12058.3,3011.3,423.1,2272.8,3170.5,805.3,132.1,149.8,75,96.8,513.5,292.2,102.8,179.1,6,12.4,9.5,36.8,336.2,159.3,50,74,32.7,24.4,22.8,58.7,11.1,2268.6,1245.9,3.4,100,284.8,268.2,44.9,278.6,42.9
Dec-10,11196.8,2891.4,401.5,2378,2726.2,681.8,100.8,131.6,76.7,90.4,469.9,262.2,99.3,167.9,4.7,11.3,8.8,45.9,278.8,137.1,44.9,62.8,30.6,14.6,20.2,49.4,10,2032.1,1210.4,2.6,76.2,271.6,241,34.7,157.7,38
Jan-11,11833.9,3119.4,426.1,2373.6,2976.4,761.1,105.1,138.1,71.5,95.3,486.5,264.5,96.7,163.4,13.8,12.1,10.6,38.2,293.3,151.5,46.2,65.7,27.9,10.4,18.4,58,10.2,2149.9,1174.3,3.4,103.3,314.8,303,22.1,192.7,36.3
Feb-11,12209.9,3215,445.4,2385.8,3046.1,794.6,118.4,128.9,73.1,103.1,512.3,262.8,108.4,185.5,4,11.9,9.6,30.9,357.6,158.1,54.7,68.5,30.4,17.2,17.5,58.1,11.9,2270.1,1169.6,3.1,89.4,346.8,318.8,31.4,243.5,67.5
Mar-11,14224,3703.1,531.3,2758.1,3596,908,136.4,169.3,85.4,117.9,558.3,335.2,126.3,221.6,5.8,16.5,13.4,45.9,394.5,186.7,60.9,90.5,36.9,17.7,29.4,64.8,14,2742.2,1472,3.7,98.2,442.9,350.2,39.7,272,63.4
Apr-11,12345.4,3105,441.8,2457.5,3230.7,776.3,126.8,131.6,67.6,95.4,486.3,283.4,107.3,186.9,5.2,15,13.1,52.9,338.1,159.4,54,74.4,30.2,12.1,23,58.5,12.8,2278.2,1184.1,3.5,92.8,338.1,283.2,39.9,282.2,54.3
May-11,13429.6,3428.5,479.8,2618.1,3502.1,842.1,110.9,162.6,76.2,95.3,533.6,327.7,120.1,207,5.4,20.7,12.8,48.2,359.1,174.8,60.6,79.7,30.9,18.9,22.6,61,31,2637.4,1427.4,3.4,109.5,362.5,297.9,44.5,342.3,50
Jun-11,13038.1,3270,474.9,2635.2,3373.6,804.6,131.1,143.3,83.9,86.9,527,297.2,118.4,200.4,4.5,19.5,10.6,49,333.8,178.6,61.8,81.7,30.4,14.2,32.3,62.1,13.2,2500.3,1337.1,2.5,111.6,338.4,308.1,47.2,285.1,70.3
Jul-11,11811.9,2922.6,482.8,2469.2,3164.3,718.7,88.7,115.6,70.3,86.2,459.4,185.1,87.6,179.1,4.3,17.9,11.9,48.3,301.3,141.3,46.7,82.6,23.6,15.3,22,54.1,13,2326.7,1146.5,2.4,198.3,289,265.5,36.9,323.5,64.6
Aug-11,11418.9,2570,440.8,2530.3,3230,529.9,105.3,143.3,97.2,68.3,373.8,257.8,97.1,167.2,4.9,16.5,10.3,45.9,310.6,156.5,49.3,81.2,25.9,12,26.1,56.1,12.7,2321.4,1193.9,3.1,113.8,279,272.5,38.7,376.6,43.8
Sep-11,13025.9,3162.5,485.5,2569.9,3384.5,798.1,108.9,173.1,119.8,95.7,521.3,326.1,110.3,224.1,6.1,23.1,13.4,53.5,357.4,169.6,59.9,90.7,37.4,13.8,27.8,76.4,16.9,2538.5,1379.3,3.6,122.2,402,262.8,49.8,276.5,42.4
Oct-11,12351.1,3150.5,472.4,2400.9,3239.3,707.6,134.7,136.8,78.4,90.5,472.6,293.2,100.3,196.6,5,18.7,13,41.7,342.7,158.9,57.1,83.3,32.4,12.2,26,71.5,14.8,2584.9,1304.7,5.6,111.4,462.4,306.5,49,299.7,45.6
Nov-11,12471.2,3147.3,481.3,2528.9,3186.6,722.2,125.1,145.7,82.5,95.2,476.7,294.6,100.2,219,5.4,25.1,12.5,43.1,338.8,160.3,50.4,84.5,30.9,12.8,25.3,63.3,13.4,2513.4,1311.9,3.5,118.9,304.7,245.8,57,421.6,49.9
Dec-11,11256.3,2835.4,491.1,2344.4,2882.7,571.3,86.9,144.2,58.3,78.6,432,269.7,108,173.8,6.3,12.9,20,43.5,292.7,155.4,49.1,68.7,22.5,13,27.8,57,10.8,1991.9,1079.8,3,82.5,306.3,229.9,37.9,204.9,47.7
Jan-12,12118.1,3082.6,468.9,2509.2,3069,748,88.3,128.6,90.2,87.1,453.2,277.1,103.4,174.3,5.2,32.2,14.1,43.3,317.6,154.9,52.3,84.7,31.4,11.2,21.7,59.9,9.6,2250.9,1248.7,3.1,77.1,391.4,236.6,29,232.5,32.4
Feb-12,12772.5,3277.7,460.9,2615.8,3273.2,834.4,89.9,141.5,67.9,80.4,498.7,272.5,117,190,5.9,15.3,14.7,51.8,346.7,159.1,55.2,73.7,30,12.3,19.8,58.2,9.7,2391.4,1269.9,3.3,80.9,398.2,271.6,46.8,284.7,36
Mar-12,14003.1,3447.1,527.1,2903,3771.3,826.3,101.1,160,64.9,86.6,484.6,311.6,120.1,217.4,11.9,20.1,17.1,57,394.2,174.3,61.2,85.6,33.5,18.7,32.2,63.6,12.7,2694.6,1409,3.3,96.5,455.8,290.2,51.2,288.1,100.5
Apr-12,12367.9,3033.9,457.7,2596.3,3343.7,704.5,80.6,134.3,55.2,88.3,454.2,269.3,99.9,192.3,5,20.6,19.9,43.5,323.8,153.9,64.5,76.7,25.3,13.3,31.9,63.8,15.5,2431.8,1198.6,3,87.6,427.4,300.8,35.9,288.2,90.4
May-12,12700,3034,505,2712.4,3277.7,781.1,112.2,140.7,65.1,77.5,489.6,309.2,120.7,184.7,6.1,19.8,17,52.1,337.1,158.7,60.8,84.3,29.2,13.4,25.7,71.6,14.1,2514.3,1281.5,3.8,119,401.5,264.4,45.9,311.7,86.6
Jun-12,12757.9,3153.1,466.8,2616.1,3355.6,757.4,83.9,150.2,65.8,76.3,503.5,290.4,123.4,195.1,6,21.8,16.8,49.3,344.3,173,64.3,95.4,29.7,12.5,33.1,63.2,11,2611.1,1284.1,3.5,94.6,457.5,269,53.7,329.1,119.7
Jul-12,11820.3,3014.8,460.9,2414.6,3147.5,696,76.3,117.8,61.6,85.1,436.3,196.6,95.9,163.2,5.8,19.9,15.5,55.5,318.1,160.1,49.2,81.1,24,24.6,27.1,59.4,13.5,2420.9,1310.7,4,70,361,262.7,40.3,284.4,87.9
Aug-12,11457.7,2636.3,426.5,2589,3108.1,530.9,79.4,133.1,64.2,79.7,440.4,276.4,98.7,171,4.7,20.1,15.8,44.4,316.4,146.6,57.1,80.4,27.4,13.8,25,62.3,9.9,2365.7,1313.5,3,104.4,271.6,266.6,40.1,297.6,69
Sep-12,12286,3022.8,441.7,2622.3,3149.4,699.4,84.5,149.4,68.5,91.6,463.6,306.6,106.6,195,6.1,17.8,16.9,48.1,336.9,160.9,61.3,84.5,32.3,11.2,29,69.7,10,2316.5,1314.1,2.8,99.1,295.7,239.3,43.7,250.4,71.4
Oct-12,13349.9,3408.6,501.8,2882.1,3318.2,752,104,153.6,82.1,89.5,498.8,315.4,105.5,193.3,6.2,17.9,23.7,42.9,364,173.7,61.3,94.7,32.1,16.6,28.9,70.5,12.5,2684.6,1537,4,99.1,323.4,279.2,45.2,305.7,90.9
Nov-12,12426.7,3086.7,487.5,2528.7,3178.8,760.7,86.8,141.4,68.7,88.3,486,323.6,113.6,187.5,5.7,18.5,18.4,47.8,332,163.3,60,91.5,27.1,11.7,30.8,70.2,11.4,2510.8,1386.4,3.7,103.9,335.5,264.1,47,316.1,53.9
Dec-12,10428.4,2673.6,407.8,2410.6,2461.2,557.7,90.3,129.4,57.7,76,392,241.8,87.8,142.6,4.4,20.1,12.9,44,272.5,120.5,44.9,68.3,21.8,11.5,22.8,46.7,9.3,1999.4,1122.7,2.3,76.4,259,236.1,40.2,211,51.7
Jan-13,12455.2,3214.3,472.9,2577.9,3137.9,758.8,89.9,141.2,58.7,80.3,524.8,254.6,109.4,189.4,9.4,18,18.1,42.8,330.6,156.1,54.7,80.4,29.2,9.9,27.7,59,9.3,2388.6,1380.8,3.5,90.8,285.3,268.5,33.3,256.3,70
Feb-13,12169.6,3199.3,448.2,2500.5,2989,731.5,117,128.8,66.2,80.1,496.3,251.2,106.4,176.6,8,16.9,16.8,45,329.8,160.4,53,104,26.8,17.7,24.8,65.2,10.1,2321.7,1323.8,2.8,82.5,287.1,269.9,48.8,251.2,55.5
Mar-13,13288.2,3431.6,491.4,2753.6,3365.1,768.5,114.5,142.7,69.8,91.5,467.4,296.4,113.9,233.6,9.9,20.5,17.1,49.6,366.8,158.8,63.1,96.4,31.9,8.1,30.3,83.4,12.3,3000.4,1856.1,3.4,90.3,328.9,291.1,44.6,303.6,82.3
Apr-13,13042.2,3363.5,486.2,2533.5,3368.8,801.1,101.6,140.7,65.3,91.4,516.7,328.2,111.2,202.9,5.3,19.8,20.3,46.3,357.2,159.7,64.3,102.3,29.9,8.3,36,71.4,10.3,2544.4,1376.8,3.4,102.5,453.9,240,47.8,244.9,75.1
May-13,12730.6,3107.1,458.2,2603,3352,800.1,104.8,144.2,63.1,94.2,478.3,287.6,110.6,186.4,5.5,22.1,19.5,58.5,349.4,166.9,64.8,95,33,10.1,27.9,73.3,14.9,2455.6,1305.6,4.1,121.3,255.5,283.7,47.7,292.2,145.6
Jun-13,12726.6,3260.8,464.1,2564.2,3250.1,717.5,85.4,136.1,65.2,81.3,514,281.7,105.3,206.7,6.4,29.5,16.3,58.9,363.7,164.2,65.3,108,49,10,36.2,75.1,11.5,2364.8,1255.4,4.1,113.7,299.9,258.9,46.8,281.9,104.3
Jul-13,12616.2,3137.8,457.6,2518.7,3374.4,776.3,96,127.2,69.5,87.9,503.8,226.4,103.5,200.2,11.4,20.1,19.4,59,345,163.9,61,98.8,30.2,10.5,34.7,70.3,12.4,2687.5,1405.4,3.8,96.8,347.4,286,59.3,332.1,156.8
Aug-13,10687.6,2390.5,388.3,2359.9,2901.4,525.7,83.8,131.5,50.5,76.6,381.6,256.5,99.4,173.4,38.2,21.1,19.1,53.5,325.1,136.7,53.5,80.6,26.7,8.8,26.7,65.4,13,2334.8,1196,3.7,106.8,298.3,238.8,46.8,243.3,201.1
Sep-13,12883.1,3223.2,476.1,2449.7,3379.8,834.5,68.3,181.5,70.2,87.1,460.2,308.7,130.2,199.1,5.5,21.6,21.3,71.4,380.5,171.1,68.2,105.9,34.8,14.4,31.3,74.1,14.5,2611.4,1456.7,3.9,138,341.8,274.5,48.1,268.6,79.9
Oct-13,13566.8,3491.3,482.4,2664.6,3426.9,799.8,77.5,150.3,75.7,104.7,524.9,337.6,122.6,213.5,6.4,20.5,21.1,52.3,428.3,199.4,71.5,110,34.5,12.3,38.3,85.7,14.7,2716.2,1449.2,4.3,134.2,355,279.5,53,288.2,152.9
Nov-13,12713.7,3279.8,452.3,2443.6,3194.5,803.7,89.6,146.5,79.9,92.7,464.7,332.6,104.7,200.7,6,15.3,19,41.1,418.6,187.4,65.9,107.2,29.2,10.6,33.9,80.5,13.4,2590.3,1470.8,4,93.3,347.2,269.3,37.9,249.4,118.5
Dec-13,11611.2,3282.2,446,2421.3,2672.7,600.3,90.7,130.2,59.9,84.8,457.5,251.6,102.4,162.7,4.8,34.8,19.4,38.9,316,160.5,51.2,81.4,28.6,8.2,30,63.2,11.8,2272.9,1257.3,3.5,74.4,294.7,238,42.3,181.1,181.4
Jan-14,12787.4,3258.9,406.1,2486.7,3219.1,763.2,107.6,150.9,82.2,89.5,586.3,284.2,118.4,197.3,4.8,20,20,52.9,413.3,181.9,67.8,105.2,26.5,15.9,29.7,87.3,11.5,2421.2,1402.1,3.5,96,276.3,267.7,29.2,207.5,139
Feb-14,12186.5,3166.7,432.1,2385.8,3077.4,730.2,101.6,137.9,57.3,87.2,464.3,285.3,100.2,189.5,5.4,17.1,15.7,49.3,379.1,182.1,62.5,95,28.3,10,31,82.7,12.7,2371.8,1355.1,3.3,91.6,268.7,290.6,36.8,237,88.7
Mar-14,13272.9,3402.4,435.5,2503.2,3440.1,772.5,121.4,158,73.9,97.9,501.7,309,121.7,221,8,16.9,20.5,59.9,425.5,217.5,70,102.7,33,17.3,44.5,82.3,16.5,2845.2,1518.4,3.7,93,575.3,259,30.2,221.4,144.2
Apr-14,13040.6,3487.7,437.8,2552.9,3323.2,694.6,96.4,141.7,62.8,92.4,478.8,310,112.3,200.4,12.1,25,17.1,50.8,408.6,184.8,67.4,104.5,32.6,10.4,39.5,81.7,15.4,2456.5,1444.4,5.1,98.9,286.4,271.5,25.1,240.5,84.6
May-14,12441.3,3091.5,426,2379.6,3204,762.5,103.4,149.7,110.1,87.9,496.7,326.8,117.6,200.2,20.1,23,15.9,44.1,375.7,177.9,64,98.8,32.1,9.8,34.2,75.5,14.2,2438.4,1409,4.5,116.4,291.6,270.8,23.7,200.9,121.5
Jun-14,12755.6,3183,418,2439.7,3271.3,822.1,135.6,158.1,68.3,91.2,500.4,298,125.1,214.3,5.2,15.7,19.4,35.7,403.9,187.2,68.4,111.9,33.2,10.5,47.1,78.2,14.3,2670.9,1537.5,4.2,116.1,391.4,274.7,37.8,211.3,97.9
Jul-14,12450.1,3125.1,410.9,2379.4,3304.9,757,104.8,133.5,83.6,96.1,503.3,239,107.1,209.8,5.9,20.6,18.6,53.5,381,170.9,62,103.5,30.8,10.7,37.1,83.7,17.3,2593.7,1602.6,3.7,87.8,300.1,259.8,36.4,207.6,95.6
Aug-14,10802.9,2487,345.9,2204.9,3105.3,500.2,94.5,137.5,52.8,76.9,374.3,254.9,106,174.1,5,18.8,15.8,51.2,348.3,155.4,54.6,90.3,27.1,9,30.7,68.5,13.8,2189.9,1382.2,4,97,224.5,221.5,27.6,189.8,43.4
Sep-14,13645.1,3598.5,421.6,2563.9,3426.7,895.7,109.1,158.5,90.7,95.1,520.3,321.8,108.7,229.6,6,21.3,24.5,50.7,411.5,185.8,68.1,136.5,31.9,10.4,39.2,94.1,25,2797.7,1780.2,4.4,121,300.8,254.8,31.6,219.8,85.2
Oct-14,13708.3,3709.3,448.7,2591.1,3355.9,803.3,116.5,157.6,89,107.7,531.7,340.8,117.4,229.6,7.1,23.7,23.6,48.5,440,198.5,70.4,111.8,31.8,11.7,39,88.1,15.7,2763.7,1729.3,4.3,109.8,311.4,312,32.1,200.2,64.7
Nov-14,12157.1,3194.3,374.6,2291.5,3099.8,736.2,108.6,139.3,70.5,103.9,462.1,313.5,99.8,203.7,5.3,16,19,41.2,371.7,173.6,59.9,104.5,27.2,9.7,36.5,80.2,14.7,2429.1,1521.8,4.7,100.6,288.3,256.2,34.1,158.6,64.8
Dec-14,10982.9,2924.6,430.1,2289.5,2525.1,593.2,95.5,121.2,70.1,84.6,468,284.2,94,162.5,4.6,15.8,19.7,40.3,329.8,147.8,50.9,82.9,28.5,9.2,30.4,66.3,13.7,2106,1343.7,4.6,82.9,229.3,241.6,26.3,135.6,41.9
Jan-15,11188.4,2965.1,356,2030.7,2762,741.8,118.4,138.6,65.4,92.6,454,283.6,91.2,158.4,5.7,17.4,19.7,40.4,354.1,171.4,62.3,102.6,25,9.7,28.9,79.7,13.6,2140.7,1378.6,4.5,85.6,241.3,239.1,20.1,121.5,50.1
Feb-15,11430.1,2947.6,425.9,2098.3,2822.4,731.1,98.8,124.1,71.9,88.5,474.9,285.1,101.9,213.8,5.7,15.4,20.1,39.5,367.3,170.8,61.3,99.6,26.4,11.9,33.2,80.3,14.5,2307.1,1514.1,3.9,88.9,247,256.3,18.5,136.4,41.9
Mar-15,12926.1,3269.3,448.5,2352.2,3233.8,871.1,106.3,153.3,82.1,111.6,529,332.4,112.7,212.5,7.1,20.2,31.5,47.7,428.3,200,72.4,109.7,30,11.9,39.2,94.7,18.4,2578.6,1718.1,4.3,92.4,273.8,273.8,20.2,148.1,48
Apr-15,12323.2,3118.7,413.9,2382.2,2951.5,828.4,133.9,129.4,88.3,103.7,514,314.3,97.4,186.2,5.3,19.5,27.1,42.5,405.7,184.2,82.5,106.4,26.6,12.1,47.1,83.7,18.6,2418.5,1545.5,4.3,100.7,276.3,298.4,25.2,130.9,37.2
May-15,11441.7,2785.1,392.3,2248.7,2712.2,818.8,104.7,117.7,76.4,97.6,500.6,327.1,96.8,174,5.6,17.8,24.2,44.1,385.9,175.8,65.8,91.3,29.9,11,44.7,75.7,17.9,2130.1,1372.9,5.4,84.7,269.4,209.3,23,126.6,38.8
Jun-15,13254.7,3364.1,433.8,2603.7,3083.5,932,110.1,163.7,79.3,106.7,559.9,361.5,106.9,203.4,6.1,18.7,29.9,54.3,445,192.2,76.6,119,31.4,17.8,48.8,87.9,18.2,2561.2,1674.5,5.7,108.5,296,242.4,27.1,162.6,44.4
Jul-15,12076.4,3020.6,399.9,2351,2940.2,847.4,116.8,118.8,60.5,101.8,513.2,270.1,96.5,198.1,5.4,17.9,25.8,42.8,416.7,168.1,65.3,97.7,29.7,18,42.4,85.7,26.1,2325.8,1480.9,11.1,84.6,313.4,199.2,26.8,167.3,42.5
Aug-15,10257.8,2287.9,323.5,2128.5,2748.1,541.3,107.2,137.7,47.2,74.9,388,317.3,96.8,154.9,6.7,17.9,18.4,39.9,356.7,147.9,62.8,85,24.9,13.6,35.6,79.8,15.2,2089.4,1421.1,4,87.7,196.8,187.5,22.9,136,33.4
Sep-15,12666.8,3010.2,412.5,2393,3080.8,971,106.6,154.6,72.6,98,524,375,104.8,197.6,7,22,24.1,48,457.5,188.7,85.2,114.1,34.6,16.4,45.6,98.2,24.8,2434.1,1601.5,4.1,80.5,325.6,228.7,21.1,132.5,40.1
Oct-15,12646.3,3184.3,409.1,2356.3,3002.4,856.9,126.6,158.1,91,101.4,513.1,403,106.8,192.1,5.9,18,31.2,53.9,444.6,187.4,80.4,110.7,34.6,12.3,43.2,100.2,22.8,2419.9,1573.9,5.2,93.2,299.3,225,24.7,154.9,43.6
Nov-15,11975.8,2974.8,398.4,2254.4,2876.1,862.8,98.6,142.5,74.3,88.3,491.4,358.2,100.5,179.9,9.8,17.4,26.7,42.2,411.7,180.3,83.8,109,29.4,10.5,45.3,87.8,21.8,2275.8,1432.3,4.2,93.6,345.1,185.7,24.4,143.1,47.3
Dec-15,11118.4,2723.4,403,2429.1,2444.7,737.2,111,137.8,78.6,87.7,457.3,318.5,88.4,165.5,7.6,17,18.5,39.5,383.1,156.8,63.3,82.2,29.2,11.1,33.8,78,16.3,2108.5,1348.3,4.4,72.6,261.8,226,26.1,123.3,46
Jan-16,11409.4,2792.4,338.8,2075.6,2816,925.3,135.5,136,69.2,94.8,445.9,309.4,101.5,183.7,6.4,21.4,18.7,42.2,377.2,175.3,71.2,94.7,25.6,8.5,35.8,91.3,17.3,2198.8,1383.5,4.5,71.2,352.4,200.7,20.3,128.2,38
Feb-16,11796.5,2850.7,369.9,2071.1,3023.9,874.4,119.8,138.9,74.3,98.6,512.8,320.8,98.8,186.3,5.2,22.2,20.6,45.4,402.6,178.8,73.4,107.7,28.8,9.2,35.4,106.8,20,2266.5,1466.7,4.9,77.1,271.1,224.7,26.3,148.7,47
Mar-16,12866.8,3154,423.4,2218.8,3267.5,971.7,119.9,154,85.9,115.3,524,360.3,118,205.8,5.2,26,37.5,51.7,440.1,191,78,111,33.9,9.6,39,105,20.1,2505.8,1544.7,5.4,87.6,324.9,270.2,36.7,176.9,59.2
Apr-16,12763.5,3006.1,395.7,2217.5,3308.2,989.7,127.4,149.6,81.5,132.2,501.3,390,103.5,235.3,7.7,23.7,27.7,47.2,452,186.4,71.8,112.1,30.4,11.1,44.5,90.6,20.3,2450.8,1465.2,6.6,140.6,340.9,255.5,39.9,157.8,44.2
May-16,12454.8,3042.5,385.7,2312,2956,1023.5,130,150.5,77.4,97.4,534.5,391.3,98.3,179.5,4.6,23,19.5,50.1,430.4,172.8,69.1,110.3,30.3,12.4,42,94.2,17.6,2382,1460.6,5.9,91.3,290.5,277.1,31.1,179.7,45.9
Jun-16,13956.5,3197.2,428.1,2466.3,3711.8,1159.3,130,171.3,82.9,113.2,570,394.3,118.5,212.5,5.5,24,23.9,53,472.3,188.5,75.1,125.4,33.4,15.3,56,95.9,32.7,2781.6,1695.3,5.6,99.9,409.4,254.3,43.7,213,60.4
Jul-16,11917.3,2667.7,368.6,2170,3251.2,962,106.6,123.6,72.7,94.9,486.5,289.3,96.3,209.8,5.4,19.8,23.6,47.7,397.4,159.6,56.3,110.8,27.8,9.2,58.6,79.8,22,2533,1539.6,4.6,118.1,393.4,203.4,38.1,195.9,39.9
Aug-16,11634,2578.4,317.9,2153.4,3311.2,749.3,167.5,145.9,65.4,82.8,415.5,334.3,97.4,166,5.4,20.4,18,44.3,419.4,169.9,63,117.5,28.4,14.4,36,93.7,18.4,2553.7,1548.6,6.4,82.9,396.8,239.2,32,201.1,46.7
Sep-16,13030.4,3057.3,435.8,2332.8,3306.6,959.8,123.9,173,92.1,107.3,562.4,403.2,112.1,199.2,4.6,21,24.2,44.2,480.8,182.9,69.6,120.7,31.2,11.3,48.3,102.5,23.9,2712.1,1653.3,6.6,134.8,377.2,244.7,32.5,206.7,56.2
Oct-16,13307,3147,422.4,2396.1,3329,1106,174.2,160.4,84.3,110,545.1,408,105.1,185.5,5.4,19.2,25.2,45.8,450.8,185,72.2,109.6,34.2,10.4,49.3,104.8,22.1,2603.4,1611.1,7.6,133.6,298.9,269.9,35.8,196.7,49.8
Nov-16,13938,3378.6,449.9,2409.5,3579.3,1181.2,121.8,163.1,86.2,110.6,558.8,395.5,113.3,203.2,8.7,21.5,20.8,50.5,480.7,188.3,74.3,121.9,34,9.1,44,111.6,21.8,2735.9,1749.3,6.3,101,338.7,242.6,34.7,213.5,49.8
Dec-16,12624.7,3034.8,425,2406.8,3136.1,951.3,133.4,146.2,79.7,111.6,494.1,380.7,96.8,159.9,5.1,22.3,22.3,45.3,437.6,176.3,61.3,90.9,32.4,15.3,42.4,85.8,31.3,2439.3,1506.5,4.8,86.4,338.1,265.1,39.7,153.4,45.3
Jan-17,13051,3170.1,404.6,2341.2,3345.6,982.3,140.9,149.8,83.7,106,564,371,103.4,191.4,4.7,23.5,17.9,50.5,447.3,173,61,110.3,29.4,9.4,33.5,113.2,23.5,2572.8,1675,5.3,81,284.3,246.1,30.5,203.3,47.3
Feb-17,13246.7,3251.1,421.4,2248.9,3441.4,1087.8,118.8,139.4,78.3,105.2,553,389.2,102.3,188.8,10.5,21.3,24.9,57.8,463,173.2,66.7,108.4,32.1,9.6,37.1,98.1,18.5,2710.3,1716.4,6,80.5,336.9,260.2,36.6,222.2,51.5
Mar-17,15902.2,3645.6,477.4,2802.4,4504,1149,147.8,165.2,95.6,132.3,611.2,466.4,122.7,219.3,6.7,23.2,27.1,60,557.2,219.7,81.9,132.3,38.6,15.2,51.7,124.2,25.5,3207,1851.3,8.7,130.4,513.1,327,43.1,275.3,58.2
Apr-17,12805.3,3276.1,421.2,2368.8,3061.6,881.5,120.1,135.2,78.1,106.8,554.8,384.4,102.8,205.4,4.5,19.6,20.6,60.4,444.6,174.1,67.8,111.4,35.7,10.1,44.3,96.6,18.8,2405.5,1441.6,6.4,82.7,342,252.6,44.4,184.2,51.7
May-17,14501.7,3167.8,478.1,2622,3990.9,1076.6,143.2,154.4,88.2,128.3,632.1,427.1,124.5,210,5.4,21.1,24,59.6,500.7,192.1,76,136.5,38.4,18,51.7,111.4,23.8,2735.9,1496.7,8.3,93,367.8,287.8,45.7,381.5,55.1
Jun-17,14477.9,3284.8,437.2,2572,3734.7,1165,133.3,171,99.8,131.2,655.6,438.1,113.6,215.9,6.5,24.5,24.5,61.4,553.6,212,70.8,129.4,43.2,13.9,53.7,108.4,24,2579.7,1553.4,7.8,106.3,302.5,268.3,49.3,231.2,60.9
Jul-17,13142.9,3025.4,384.7,2499.8,3364.2,1111.6,109.8,135,86,122.4,573.6,314.5,99.3,196.4,5.9,21,18.3,48.8,469.4,157.4,64.9,113.6,29.3,14.1,47.3,110.6,19.6,2230.5,1343.9,5.2,63.3,293.1,243.9,40.9,193.2,46.9
Aug-17,12582,2584.9,350.7,2467.9,3716.6,656.2,110.8,175.5,85.1,107.3,488.9,371.1,107.4,197.8,7.4,20.5,19.1,52.3,475.2,179.8,67.1,118.3,35.4,10.3,38.6,113.7,24.3,2494.7,1476.4,5,102.7,337.1,286.6,33.9,200.4,52.7
Sep-17,13708,3063,420.8,2613.6,3466.9,991.6,113,164,90.4,111.9,615.4,414.7,110.8,207.7,5.3,22.7,20.3,67,543.7,227.9,69.5,123,36.8,11.4,51.5,124.6,20.7,2578.7,1520.1,6.3,105.1,376.3,277.5,31.9,195.2,66.2
Oct-17,14660.2,3411.5,432.3,2641.9,3758.2,1110.3,120.4,163,92.9,130.6,664.2,435.8,108.9,212.6,13.4,26.6,22.4,54.3,571.1,223.7,83.5,132.7,37.2,10.8,50.7,129.7,21.3,2778,1595.5,8.5,99.2,413.3,321.6,36.9,233.1,70
Nov-17,14661.2,3387.2,460.9,2623.4,3734.3,1207.4,132.9,171.5,92.7,121.6,639.8,424.7,114,215.1,6.7,29.1,21,57.3,560.9,201.6,73.9,132.4,40.4,11.3,49.6,127.7,23.7,2749.8,1627.8,5.2,90.5,363,340.7,30.8,227,64.8
Dec-17,12742.1,2949.9,422.9,2492.6,3313.7,793,135.6,141.1,85,101.6,553.3,411.7,98.9,163.4,14.7,22.2,18.2,50.5,463.2,152.1,61.3,97.3,34.1,10.2,41.3,90.9,23.5,2441.3,1553.6,5.2,75,281,253.9,27.6,176.9,68.1
