France,Luxembourg,Netherlands,Germany,Italy,United Kingdom,Ireland,Denmark,Greece,Portugal,Spain,Sweden,Finland,Austria,Malta,Estonia,Latvia,Lithuania,Poland,Czech Republic,Slovakia,Hungary,Slovenia,Cyprus,Bulgaria,Romania,Croatia,Iceland,Norway,Switzerland,Turkey,Ukraine,Russia,Other European countries
3469.5,527.5,2916,3798.2,832,1414.1,105.3,161.7,66.2,87.4,487.5,317.8,120.1,219.8,11.9,30.4,17.6,57.4,396.4,175.3,61.6,86.4,34,18.7,32.2,63.7,13.3,3.3,96.2,458.2,294.9,51.2,289.5,100.6
3051.5,458.2,2604.8,3373,711.7,1199.6,82.5,135.9,56.4,89.5,456.8,274.3,99.9,200,5,20.7,20.1,43.7,324.5,155,64.6,77.3,25.4,13.3,32,63.9,15.8,3,87.1,430,304.2,36,290.4,90.6
3058.9,505.9,2720.6,3307.3,788.2,1287.8,117.9,142.3,66.8,78.9,492.8,316.5,120.7,188.9,6.1,19.9,17.1,52.3,338.5,160.2,60.9,84.6,29.6,13.4,25.8,71.6,14.6,3.8,119.9,403.3,271.9,45.9,314.2,86.7
3168.3,467.4,2622.1,3390,762.8,1288.9,87.4,152.1,67.2,77.6,507,297.5,123.3,199.9,5.9,21.9,16.8,49.2,348.1,174.2,64.5,95.7,29.7,12.5,33.1,63.4,11.5,3.6,94.1,462.6,274,53.7,330.4,119.8
3026.7,461.3,2423.2,3178.8,702.6,1314.1,80.6,119.2,63,86.7,438.8,202.8,95.7,164.9,5.8,19.9,15.6,55.6,318.9,161.2,49.4,81.8,24.1,24.6,27.1,59.5,14.1,4,69.7,366,266.9,40.3,286.4,88.1
2656.1,426.9,2594.9,3131,536.9,1316.1,81.6,135.1,65,80.7,442.6,281.9,98.7,172,4.7,20.1,15.9,44.8,317,147.7,57.1,80.6,27.5,13.8,25.1,62.4,10.1,2.9,110.7,277,271.8,40.2,299,69.1
3038.3,441.6,2627.5,3174.5,702,1315.6,90.3,151.1,69.4,92.7,467.2,312.7,106.5,198.4,6.1,17.8,16.9,48.3,337.5,162.6,61.4,84.9,32.8,11.2,29.2,69.8,10.2,2.8,98.5,298.4,243.9,43.7,252.3,71.5
3424,501.8,2888.5,3345.1,757.1,1539.7,109.3,155.3,83.3,91,501.9,321.2,105.3,197.9,6.2,17.9,23.8,43,365.4,174.7,61.6,95.2,32.2,16.6,28.9,70.6,12.8,3.9,98.7,324,283.2,45.2,309.6,91.2
3094.9,487.6,2533.2,3204.2,763.1,1389.3,88.4,142.7,70,89.4,487.4,330.5,113.5,190.3,5.6,18.5,18.5,48.1,332.6,164.8,60.2,91.9,27.4,11.7,30.9,70.2,12.6,3.7,103.3,339.4,268.7,47,318.5,54.1
2694.5,407.9,2416.8,2495.9,566,1131.5,93.4,131.2,59.4,77.4,394.5,253.4,87.8,144.3,4.3,20.2,12.9,44.4,273.7,121.8,45.2,68.6,21.8,11.5,22.8,46.7,9.6,2.3,76.7,264,241.2,40.3,212.1,52
3222.7,472.5,2595.9,3148.1,752.3,1390.1,92.9,143.4,59.8,81.6,524.3,257.6,108.9,192.7,9.4,18.3,18.1,42.9,335.2,160.1,55.6,85.3,29.8,9.9,28.8,60.2,9.8,3.5,89.6,288.1,277.8,34.1,265.1,67.9
3209.7,448.4,2515.4,3025.5,713.6,1328.8,125.1,132.5,66.9,81.6,486.1,258.2,105.3,182,8,17.1,17,45.1,334.2,162.9,54.1,105,27.2,17.7,25.4,67,10.4,2.9,82.4,290.6,277.6,49.7,256,59.4
3439.6,491.5,2750.8,3374.6,772.7,1873,109.8,145.8,71.3,92.3,469.6,302.6,113.1,238,10,19.7,16.8,49.8,368.9,161.6,63.7,97.8,32.3,8,30.5,85.4,12.5,3.5,89.7,330.3,296,46.2,309.5,117.9
3409.6,485.1,2556.3,3412.2,797.5,1406,104.6,142.4,65.9,92.7,515.7,332.4,110.4,208.7,5.3,19.8,20.2,46.2,354.9,162.7,65.5,103.8,30.3,8.4,36.8,74.4,10.8,3.4,101.7,460,247.1,48.7,250.1,75
3130.6,457.2,2660,3369.9,776,1304.5,99.3,148.5,65.4,96.8,483.7,294.5,109.5,196.8,5.7,22.2,19.4,57.9,353.9,169.1,65.4,97.2,33.7,10.2,28.2,74.7,16.3,4.1,121.9,269.7,295,48.2,304.3,154.2
3312.4,464.6,2607.1,3322,739.4,1274.6,87.9,141.1,69.7,84.8,523.6,288.7,104.5,214.1,6.6,29.5,15.9,58.9,367.6,165,66,110.8,49.9,10.2,36.8,76.3,12.4,4.2,116,307.9,271.5,47.6,301.1,102.4
3165.7,459.4,2558.5,3387.6,792.8,1429,99.7,130.2,77.6,91.8,521.8,238.3,102.8,203.1,11.3,19.9,18.9,58.5,348.4,166.1,61.8,102.9,30.5,10.5,35.1,71.7,13.3,3.9,97.3,361.6,296.6,60.9,351.4,179.4
2418.7,387.7,2377.2,2904.8,512.7,1207.2,84.8,132.4,51.3,77.4,383.7,255.6,97.7,178.3,33.9,20.6,18.4,50.5,327.1,139,54,82.9,27.1,8.8,27,66.3,14.5,4.2,106.8,304.3,247.3,49.1,262.2,191.5
3266.7,475.9,2508.1,3384.9,814,1488.1,72,183.4,78.1,91,466.7,317.9,128.8,204.8,5.6,21.1,21.1,88.4,383.1,174.8,68.7,107.4,34.9,14.4,31.5,74.7,15.3,4,133.7,347.8,286.8,53.3,278.1,78.4
3516.2,482.7,2678.2,3450.9,798.8,1476.9,81.6,154,81.6,109.8,521.8,345.9,119.7,220.3,6.5,20.4,20.5,53.6,431.5,202.4,71.9,111.4,35,12.3,39.1,86.6,14.9,4.3,128.9,420.7,288.2,57.5,302,171.4
3311.7,452.6,2484.1,3217.9,800.9,1514.1,91.4,147.3,88.9,96.5,462.4,336.4,104.5,207.5,6.2,15,18.7,41.7,422.6,190.6,66.2,108.2,29.8,10.4,34.4,81.1,13.4,4,94.2,375.1,278.8,38.9,264.7,121.2
3265.9,445.6,2453.9,2689.9,606,1188.3,94.8,134.4,61.2,86.4,480.8,259.8,101.2,157.6,4.8,16.4,19.1,40,312.6,162.7,51.6,84.3,28.9,8.2,30.5,63.4,12.2,3.5,74,307.7,245.6,47.8,195.3,180.1
3331.1,410.9,2504.7,3281,779.3,1405.1,109.1,153.3,87,97.4,593.5,284.5,117.7,199,4.9,19.7,19.7,53.5,412.7,185.3,69.4,106.6,28,28.5,29.6,89.7,11.8,3.4,96.7,285.3,278.9,33.1,224.1,146.3
3215.3,440.8,2394.7,3127.3,745,1320.4,105.7,142,56.7,85.2,471.5,286.1,98.9,192.5,5.5,17.6,15.2,49.9,377.5,182.3,64,99.1,29.4,10.1,30.9,85.7,12.7,3.3,91.9,292,304.1,39,264.4,89.8
3440.1,445.5,2566.9,3494.7,783.7,1443.5,126.3,160.2,67.9,102.6,520,309.1,119.9,226.1,8.2,17.2,19.8,60.2,428.9,187.7,70.5,101,34.2,28.4,45.3,82.9,17.1,3.8,93.1,607.4,264.9,33.6,257.1,178.6
3544.2,445.6,2582.3,3388.7,734.2,1409.1,101.9,144.4,69.6,97,494.2,310,111.6,203.4,6.9,25.2,17.1,53,412.3,189.4,67.6,103.6,34,10.2,39.7,84.7,15.4,5.2,101.4,308.8,277.5,25.5,275.5,153.1
3167.1,433.1,2375.1,3238.2,774.5,1386.8,106.2,157.4,102.7,91.3,521.7,331.7,115.8,204.2,5.9,23.2,15.6,45.9,380.2,180.1,64.7,101,33.2,9.8,34.2,76.7,14.2,4.3,124.3,305.9,287.4,25.8,225,202.9
3268.3,426.8,2454.8,3386,837.5,1517.2,143.8,159.7,76.9,101.9,525.6,270.9,125.1,216.1,5.4,16,18.8,36.6,403,192.4,68.2,159.9,34,10.3,51.3,78.8,15.1,4.3,113.7,409.1,286.4,38.8,222.9,155.6
3186.7,410.1,2419.9,3361.9,787,1541.2,110,133.9,90.8,98.4,515,219.2,108.5,227,6.3,18.4,18.4,55.5,380.4,169.1,58.6,145.4,31.8,11.3,41.4,84.4,17.4,3.7,97.3,311,272.7,38.3,221.2,110.4
2562.7,343.2,2249.8,3131.8,518.6,1344.5,97.5,133.1,61.2,82.5,395.6,247.8,104.1,175.8,5.6,18.1,15.2,52.1,351.1,153.3,53.1,102.6,27.3,8.7,33.9,70.2,13.6,4,101.1,236.3,236.4,29.6,208,56.4
3206.4,417.1,2545.2,3365.5,911.2,1671.5,113,166.3,103.7,102.7,538.5,315,107.1,232.2,6.3,21.9,23.7,50.8,414.1,186.2,66.7,136.3,32.5,10.2,40.3,93.8,25.1,4.5,125.2,319.6,264.1,36.9,240.4,97.8
3794.4,459.6,2632,3522.5,814.8,1716.6,117,156.2,86.8,118.6,573.3,330.4,119.1,239.7,7.8,21.4,22.8,50.3,444.6,201.9,71.9,136.1,33.4,11.9,42,89.1,15.9,4.1,116.5,320.8,319.6,33.5,222.9,68.9
3271.7,385.1,2359.5,3197.4,763.3,1465.9,114.1,136.9,73.2,109.6,479.5,309,101.3,207.2,6,16.8,17.6,42.1,381.5,177.4,62,109.5,28.1,10.1,37,82.5,14.6,4.8,103.3,295.1,260.2,36.9,170.8,73.5
